symbol,date,open,high,low,close,volume
BOAB,2025-11-25,5100,5190,5100,5190,3628
BOAB,2025-11-26,5190,5190,5150,5150,4172
BOAB,2025-11-27,5170,5170,5170,5170,174
BOABF,2025-09-29,4000,4000,3960,3960,1997
BOABF,2025-09-30,3900,3980,3900,3980,1185
BOABF,2025-10-01,3945,3945,3920,3920,1226
BOABF,2025-10-02,3900,3900,3895,3895,2925
BOABF,2025-10-03,3800,3875,3800,3875,1317
BOABF,2025-10-06,3875,3950,3875,3950,10827
BOABF,2025-10-07,3950,3950,3900,3900,1981
BOABF,2025-10-08,4155,4155,3890,3890,3199
BOABF,2025-10-09,3950,3950,3890,3890,1668
BOABF,2025-10-10,3890,3890,3890,3890,3071
BOABF,2025-10-13,3885,3885,3885,3885,1640
BOABF,2025-10-14,3880,3885,3880,3885,7058
BOABF,2025-10-15,3885,3885,3805,3805,1209
BOABF,2025-10-16,3805,3810,3805,3810,2260
BOABF,2025-10-17,3805,3850,3805,3850,1484
BOABF,2025-10-20,3850,3850,3805,3805,1725
BOABF,2025-10-21,3850,3850,3800,3800,11968
BOABF,2025-10-22,3800,3800,3800,3800,1426
BOABF,2025-10-23,3800,3800,3750,3750,3183
BOABF,2025-10-24,3750,3780,3750,3780,5906
BOABF,2025-10-27,3780,3780,3655,3655,16356
BOABF,2025-10-28,3665,3720,3665,3720,4079
BOABF,2025-10-29,3720,3720,3700,3700,1197
BOABF,2025-10-30,3670,3675,3670,3675,3498
BOABF,2025-10-31,3670,3670,3500,3500,8833
BOABF,2025-11-03,3500,3500,3495,3495,12440
BOABF,2025-11-04,3495,3495,3450,3450,2171
BOABF,2025-11-05,3495,3495,3450,3450,3721
BOABF,2025-11-06,3450,3450,3450,3450,12129
BOABF,2025-11-07,3460,3460,3460,3460,0
BOABF,2025-11-10,3460,3490,3460,3490,2502
BOABF,2025-11-11,3500,3545,3500,3545,5567
BOABF,2025-11-12,3550,3550,3550,3550,4188
BOABF,2025-11-13,3550,3575,3550,3575,5813
BOABF,2025-11-14,3540,3540,3510,3510,5841
BOABF,2025-11-17,3540,3595,3540,3595,5923
BOABF,2025-11-18,3595,3600,3595,3600,3054
BOABF,2025-11-19,3610,3680,3610,3680,1873
BOABF,2025-11-20,3680,3780,3680,3780,2040
BOABF,2025-11-21,3750,3785,3750,3785,2844
BOABF,2025-11-24,3785,3785,3770,3770,1687
BOABF,2025-11-25,3785,3820,3785,3820,2220
BOABF,2025-11-26,3800,3820,3800,3820,3711
BOABF,2025-11-27,3820,3820,3800,3800,299
BOAC,2025-09-29,7500,7500,7400,7400,6276
BOAC,2025-09-30,7395,7395,7375,7375,2784
